"Calories","Age","Gender","Duration","Heart_Rate","Weight","Height"
455.6056505,19,0,60,153,85.40862776,196.061736138447
119.4725546,32,1,37,168,51.17641475,162.291775525185
121.0886855,55,0,36,159,58.06911618,135.204445574261
207.9759501,39,1,59,177,70.58058256,151.743017103786
355.6478253,32,1,28,126,76.65819193,182.389356398685
176.4886037,58,0,36,151,75.47957349,169.647716397173
453.4353571,40,0,52,158,66.54716531,182.181747172177
120.0669036,48,1,34,174,82.55090155,178.861650759513
379.3709879,36,0,54,137,88.76687023,172.031575934217
244.9790358,35,0,21,129,77.79195722,196.696169187199
447.7851241,28,0,39,124,56.59718028,151.948304775212
117.819875,37,0,32,146,70.505351,192.601662461612
217.7570965,25,1,50,136,81.53358944,155.736215072382
371.1216261,51,0,52,146,81.76218279,154.405318924841
441.770923,28,1,20,108,72.56739655,185.392280367467
277.7292176,27,1,53,103,90.70424116,174.093462379317
168.6552217,52,0,38,136,92.2778923,213.552350740799
126.6017619,49,1,26,112,75.98180486,182.392621014814
283.2182582,48,0,21,101,62.78632646,135.688778194657
301.4196335,40,0,48,119,61.49848031,182.063371954237
318.4410057,47,1,21,164,79.84324315,203.690669704448
141.0364555,40,1,25,156,83.15299584,171.737839409382
170.5211824,26,0,39,174,67.53030977,140.29395497698
151.3656289,60,1,35,121,83.80386672,178.233320012731
365.6369757,20,0,30,151,78.45646952,158.884756595466
127.9066818,52,0,52,172,78.62363525,190.541291227448
111.4136934,50,0,23,147,74.92635505,184.899616624636
455.756085,36,0,40,118,81.75920467,190.814274600598
324.9529154,40,1,41,171,62.46149413,161.849791565016
224.7566667,51,0,26,139,53.78396297,137.065608067529
251.9707701,19,1,34,107,76.38530131,173.450436831618
346.4365542,32,1,49,127,95.95126884,186.972399083645
233.3392462,58,0,30,153,52.15090762,144.586017258512
222.7406397,25,0,53,166,100.4104576,226.192428382805
254.9823965,60,0,27,128,77.33768093,161.084720307407
387.9547256,42,1,34,118,81.78720798,171.47862749986
129.4225026,59,1,51,176,95.12661104,169.803541758961
211.9936538,52,1,36,125,96.4680018,172.680430606601
187.1540026,43,1,28,146,96.17884077,224.120456573137
362.8855991,52,0,44,145,61.23949091,137.751824423752
145.4125641,27,0,42,110,72.72992098,165.111617422848
305.3738804,56,1,46,103,102.2311965,215.271252050952
472.5085347,33,1,45,143,62.93349247,141.016586767844
364.7305563,57,0,24,176,64.29150459,184.676891687186
218.439501,25,1,55,156,88.75571394,202.530295162714
120.509324,55,0,46,110,61.68558378,134.62198436773
194.3341766,18,1,42,121,57.37963507,141.433726010212
169.705561,40,0,51,152,55.08886643,162.117875630595
178.0728415,43,1,52,108,82.52777519,174.18745755111
299.8187299,28,0,32,137,65.07531403,163.554784634111
443.5856836,57,0,40,139,50.02107892,122.54671065993
271.0956442,36,1,22,180,83.79618992,184.328189520106
413.8854243,35,0,36,109,68.8660001,176.486883045903
176.433223,35,0,27,166,59.19067336,158.803411425259
147.1726527,40,1,56,115,71.09468662,157.200772876908
408.4146909,34,1,23,154,87.5055916,201.850833740661
168.0208161,57,1,52,107,98.55154754,179.448224186124
267.576432,41,0,46,163,86.43440433,164.309381941727
366.0372045,37,0,38,115,75.32676972,148.284933192478
309.7996685,42,0,57,128,78.86926562,161.691484792771
377.2902571,27,0,50,166,50.5837702,153.191289122899
306.2712633,53,1,20,152,56.99475918,149.274392064408
234.0254065,56,1,30,106,67.57261021,142.713867631839
329.4466802,38,0,46,108,60.79754678,157.46172119347
442.5630513,22,0,51,176,55.71856453,130.516709753707
399.4897422,28,0,28,151,80.84973657,171.111819519151
483.969752,54,0,51,127,95.80545927,211.677353775871
420.1160418,42,1,58,125,79.63577637,170.814221624909
209.8023499,18,0,39,123,59.09725982,131.605683066827
124.8124867,57,1,60,109,57.63665394,157.7542191597
118.3385206,47,1,38,141,82.51560728,162.219889307242
408.4920534,58,1,22,145,94.38356843,171.473964699152
118.1771261,43,0,22,151,102.9782737,189.53535427056
422.7135013,58,1,22,108,63.44628513,177.407617819078
240.0177788,23,0,42,135,56.20362011,167.37733043688
419.3066769,49,1,41,101,88.79659313,183.39861783894
483.7782894,39,1,26,163,57.06837366,163.220816385939
266.54832,34,0,52,144,92.75547183,204.046033261709
104.8550273,19,0,39,122,67.04093332,181.565026081058
302.9548246,32,1,37,103,83.11037908,173.984792329441
283.4472034,43,1,54,118,89.99851689,190.13376892378
239.5529794,57,1,33,173,91.07660295,170.200354082994
410.136624,44,1,29,105,55.98469128,140.653771276866
472.2571261,34,1,50,146,70.13620933,174.89827322386
440.3696002,40,1,44,169,53.042103,137.349197107105
475.4189059,57,1,36,161,50.86320199,151.298701375964
142.9766065,59,1,25,116,93.00075247,204.135038273968
115.8819824,18,1,50,144,99.24127998,176.204666697878
443.3890037,39,0,41,177,84.33421187,187.022041042059
187.0619427,58,1,27,130,61.73193421,145.108099653636
310.3643974,43,1,23,124,85.16440129,169.354807036742
129.611367,30,0,28,117,55.16087683,134.383389785811
383.2635156,25,1,28,104,61.24653066,168.310812689036
144.7993694,52,1,53,177,78.5115556,192.209151920522
102.0959253,55,1,50,106,92.41374766,166.455578040711
344.712567,43,0,59,108,58.7253541,175.37367185264
237.6189713,29,0,23,137,86.58468232,186.34190677339
192.364994,40,0,31,170,100.4090798,223.87322857777
471.6148446,29,0,58,160,75.91369081,187.83629677487
280.455236,36,1,58,131,74.96073161,149.101990140956
474.2340328,26,1,59,107,65.80857826,164.220166107514
184.4730934,46,1,45,141,68.3741302,153.700659230968
137.7745595,22,0,42,109,53.69455335,142.773484820175
414.4423123,44,1,31,121,97.80677203,188.546168876266
439.2877189,44,0,40,106,98.57887801,186.235137289457
152.3731861,28,0,28,100,74.43379193,161.347794327405
313.1435338,52,0,48,126,84.64565117,175.26554603146
376.4953334,26,1,32,109,82.52383881,206.253586668719
448.9890478,35,0,30,141,94.61001335,203.456441635405
293.0344535,56,0,20,176,53.24650478,133.700732169904
233.122857,38,1,22,105,90.220902,205.571630705995
151.5991295,23,1,43,167,57.12792775,135.031012419356
246.0202278,27,1,23,104,62.26845357,166.302277711245
295.1513244,50,1,36,178,96.4338872,198.198011158825
119.6067548,23,0,25,170,70.97223588,193.550579678021
418.2618341,54,0,23,177,69.18487084,171.122438187567
419.7180341,38,1,51,151,75.59689133,168.893463082478
237.1214052,45,0,26,154,74.84338458,174.78526562479
488.9969371,19,1,55,175,83.66405641,207.156876703401
485.0860445,60,0,37,133,69.31447707,151.614076302502
185.5255732,60,0,56,111,81.14219998,179.724823497652
165.9993912,56,0,51,162,72.99273153,179.466128413317
312.9282633,53,0,55,176,88.61938842,184.395378426654
310.7992823,52,1,35,168,96.36457188,215.865544036001
194.9421322,24,1,26,102,75.08330305,152.234874640707
491.9044704,42,0,29,153,88.22157221,195.01315698316
334.6332176,19,0,30,136,54.81757182,143.862652328563
458.8810485,26,0,33,133,51.86215132,124.369308628302
221.3818281,49,1,56,175,75.38185875,177.440299032033
325.8452919,51,1,27,129,93.34441029,204.619851927991
271.7984607,18,0,55,159,91.8210386,216.598555488871
218.1117723,35,1,54,131,87.46190442,164.470697516489
372.581496,54,0,31,158,94.37463386,168.411944042706
479.8325592,49,1,54,107,95.911693,187.871381217929
394.1783809,56,0,31,123,48.40048431,146.056688540739
444.2549306,24,1,21,152,95.56601888,175.661110682751
317.3206578,37,1,36,166,47.45277461,143.645653489693
294.440263,20,1,33,172,96.36381065,172.741433476651
336.160237,51,1,40,145,78.27247592,174.968538009382
179.1368748,21,0,24,126,94.01242775,167.668735921453
241.2112347,31,1,35,166,55.78219929,164.763038709345
468.6631805,38,1,30,114,64.57042377,151.826690056636
370.6934327,25,1,31,144,78.20786746,157.536639854716
235.4808427,18,0,29,130,63.56491265,181.738735528816
497.6911217,27,1,34,155,69.05311312,164.315935631205
461.5139356,52,1,45,102,67.17188522,140.937236732581
358.1260719,49,0,27,165,101.0450295,180.113586037012
420.185107,48,0,35,119,79.41729076,152.473106231251
247.3177278,58,1,43,136,66.77762847,155.353644956644
304.6376978,60,0,37,171,62.54535184,166.393210369657
485.9618233,42,0,25,113,73.95241722,190.787981930439
452.3517684,28,1,23,141,93.46029553,180.479535799554
430.4024765,48,0,47,123,60.11646252,154.339078432325
283.3606445,51,1,41,171,77.88313682,195.149713828835
212.742105,53,1,34,117,83.47986826,158.226954015997
497.8515018,25,1,47,110,65.71073511,138.246950632457
390.1075923,31,0,45,160,67.73405712,160.974046372422
214.5143714,34,0,21,159,68.24753501,160.204026246734
188.6152102,43,0,55,173,100.3214275,188.704714459964
122.6847362,22,0,58,116,73.90294643,188.423900178845
259.0072069,40,0,52,107,102.5759785,184.297846925008
258.7209122,24,0,32,136,65.9868247,142.742296847766
154.7629008,59,1,21,179,86.9147589,168.004832374162
282.6603086,53,1,42,120,94.72751555,222.255514277093
262.1380834,25,1,36,103,99.44447884,220.066738750845
489.7061081,24,0,23,110,74.53645217,185.367352803796
308.560274,19,1,33,105,72.94929275,178.901966965433
303.4398397,44,0,44,146,92.63114444,207.601474113587
242.4507635,48,1,42,104,67.15173698,174.472916844595
224.3531034,60,0,40,159,73.94830679,167.332359668446
387.9751554,52,1,34,142,91.02035846,200.8813310295
240.2690206,60,0,54,136,58.12264191,130.248377610331
324.107922,45,1,34,113,91.80876937,205.578327130898
126.1531014,30,1,50,129,76.758792,162.675966896833
145.840523,35,1,37,171,76.49065871,159.948070313527
118.6470115,25,0,38,110,51.61450441,123.534103034657
279.5525288,59,1,35,126,87.63950887,160.543180299943
114.0978791,44,0,57,180,47.25295118,143.658514222375
323.1393326,38,0,29,120,51.0539001,132.168622423917
299.4536977,41,0,23,115,67.68934097,145.976851300046
433.6218435,50,1,53,119,88.015325,174.271180607395
131.4758952,25,1,49,173,77.49636925,177.839530656353
238.3390773,25,0,26,102,91.84575014,191.844258000364
445.9066828,53,1,54,151,93.55516577,173.794459247049
250.6072627,28,1,34,146,59.79740766,155.763484143875
319.6223011,31,1,45,155,69.53764157,150.010337527819
191.1171928,48,1,41,117,90.47551048,216.78908634106
363.3425898,55,0,52,135,90.25399127,170.003254464188
222.4347461,39,1,39,100,52.53937694,146.482359231329
213.921272,42,0,51,143,93.67878248,224.769993328036
194.7017851,48,1,59,179,87.88988989,162.470542635875
254.4716117,34,1,60,151,55.78997996,126.279459426792
331.535759,20,0,27,175,63.66141161,155.1953696081
255.1511815,48,0,51,139,55.34159526,161.102683834876
168.4553504,32,0,48,132,95.85150615,190.771239932458
388.0302215,41,1,44,163,97.51100213,215.727192300607
327.7262024,28,1,36,100,83.59971205,191.906951386773
415.060294,54,1,25,130,60.26897653,158.532626310027
385.1856873,59,1,34,161,100.6622709,184.022015571661
181.9180309,60,1,45,125,81.75602055,193.747693500793
308.1344965,33,0,28,108,86.62404938,183.872754343164
417.0429093,39,0,53,143,79.26890552,152.415399885227
308.5380208,57,0,34,107,62.93323959,154.090758351172
403.6280814,21,1,29,180,80.72214674,177.955315673387
454.6685624,40,0,44,167,88.43255009,165.469771064298
286.4576245,41,1,25,144,55.12313268,154.811519166602
390.9885057,44,1,32,108,53.91204673,146.574790729998
310.270577,19,1,58,148,95.23066175,167.55214206033
362.8638865,48,0,45,164,93.79851035,177.404198846062
322.4907182,18,0,34,116,73.94803631,171.198307417023
441.4491581,28,1,54,159,98.47403214,168.618226148314
159.1317833,37,1,44,122,63.89765467,166.042596905368
493.7813433,38,1,54,104,70.08391828,147.586501614936
216.1592428,22,0,49,120,70.50374018,150.959386724914
326.532619,58,1,28,160,70.23640316,180.528216880422
455.2579295,24,0,44,137,65.25413296,168.563299698975
460.995065,60,0,49,178,79.01064398,177.790084037983
459.8698899,59,1,25,103,80.535058,178.881280182766
440.2043132,40,0,22,180,58.08897521,135.630530577693
278.1967269,57,0,27,132,70.7713874,184.142417362126
161.6621582,29,1,53,120,52.05841484,124.502243208844
496.1194256,35,1,34,152,77.41519775,156.183394501259
312.1965692,21,1,26,117,55.41210375,160.293861973095
289.5039568,19,1,59,102,55.32812567,163.327550329716
451.3558735,31,0,39,158,58.25794246,130.631021093207
205.4822903,35,0,30,151,51.10745895,123.663547233688
228.9977038,48,1,58,168,72.49935442,148.324585287517
412.8717973,51,0,36,166,98.99602467,172.987665832588
125.3188633,60,0,60,140,62.93773009,157.092051994146
332.2157903,18,1,56,107,82.90077002,162.242583166084
170.3770551,54,1,24,112,70.98652946,195.419739482103
480.8794249,35,0,22,176,61.05276,135.936621803531
458.836108,19,1,55,141,60.27206231,132.210830358162
152.0253587,40,0,20,138,55.00439332,153.287507281607
202.6962407,57,0,38,170,71.43576989,175.618368293682
340.7412607,45,0,25,159,70.57669883,142.959451826306
181.6505208,58,0,41,113,53.64369787,124.151797372551
296.237181,55,1,56,159,90.29951198,163.04014822676
414.0052653,43,0,27,126,87.17224165,168.131497630244
365.7079677,25,1,60,169,82.31624701,210.377272509635
348.0929836,31,1,28,177,49.79118232,151.008486444911
456.5835377,22,0,59,138,90.26654198,200.375975961073
215.5900112,30,0,22,108,74.50439035,161.536632271163
249.0236668,59,1,40,154,57.63360856,172.613659690015
278.6110562,49,1,40,123,92.97289312,203.283108219692
265.2251986,21,0,42,176,79.548377,159.751274909885
455.903897,23,0,20,163,89.10269181,178.43914554426
422.8064437,52,0,42,103,49.46376539,136.071328381765
446.3728861,52,1,41,123,94.53201313,194.599460546891
428.4618685,41,0,31,139,50.81730665,143.879397408789
166.7512424,30,0,49,179,95.00903929,201.020305174906
160.8038414,26,1,57,143,83.17303177,169.868069291397
310.7268313,50,1,38,173,68.49501401,153.400446427969
184.5605075,44,0,56,157,76.17260938,158.322380338972
471.515755,19,1,20,112,63.89690295,136.457798709594
490.9832922,22,0,59,162,84.85824043,170.817715320155
216.548184,21,0,35,111,94.58201652,201.95986691932
330.849155,30,1,37,133,61.21898835,143.492890451031
339.3830995,42,1,22,137,95.33283953,183.82714553116
151.461179,36,1,24,149,62.78126409,157.71136194038
306.5809613,30,0,56,122,75.71544404,196.824372902346
254.7415239,56,1,46,170,64.59699077,179.831563450883
285.6125742,37,0,50,135,68.78811679,164.397362925268
413.4908856,31,1,53,119,56.05930883,127.229650731522
483.5791915,41,1,55,126,71.24835918,170.522364847952
405.6742994,53,1,35,161,89.91824843,216.511825025963
180.1020082,43,1,34,108,88.50337847,176.846554043008
491.1956175,19,1,42,179,73.55545085,163.34855490412
231.7764398,35,0,46,175,90.04297324,173.226245629255
120.2328577,23,0,52,172,49.77671281,125.458581342298
178.690855,47,0,36,157,57.77895327,139.553105748466
421.9922433,25,0,22,170,85.75016112,170.887977533763
231.7819505,53,1,50,107,48.34034898,119.593043743971
481.3714627,45,1,21,167,51.15406525,138.51842067447
248.6070358,60,1,57,117,78.98980121,198.579149797603
148.6082488,48,1,55,110,67.42142456,161.522020444164
401.2463231,36,1,42,116,63.44800037,172.656123831241
245.3714936,26,1,40,125,78.52993627,175.358321622857
142.8070474,58,0,53,180,79.13887358,164.79157472561
224.3930595,34,1,25,174,59.05334451,166.444713713369
466.0550527,20,1,20,101,99.81726666,169.907031102739
181.6099815,49,1,29,115,58.30241662,167.999493925472
305.3195624,46,0,44,159,75.19700458,195.912962026706
423.0853574,58,1,22,180,62.6611276,155.467764490455
399.9880015,19,0,30,115,81.60575188,206.575692257777
400.428286,50,0,32,170,70.79323875,185.069225775196
458.8880881,42,1,35,148,55.5680401,166.420106431067
329.3561362,43,0,59,116,86.70820752,214.248970670124
261.2450959,19,0,21,178,53.82303744,150.630634863794
158.1545606,44,0,45,156,62.5721434,148.549768948594
123.0468662,22,0,24,180,95.18618148,208.53089786295
494.2516457,26,0,38,103,84.35284143,157.744825798102
184.3670115,46,0,34,150,51.57456244,125.876113372228
411.6674071,26,0,41,165,49.921153,134.283367302546
355.2367304,59,0,28,143,52.04597545,163.498863244551
403.5083872,21,0,43,107,81.03242889,192.095257108071
300.5238837,58,1,43,156,72.34243772,197.423943604978
216.4842087,29,0,34,176,77.65955473,188.46364268967
288.0463141,57,1,60,115,71.58298537,167.735407006571
247.0820312,29,0,33,145,57.47826482,132.008345969835
136.3502737,24,0,38,117,62.58651766,159.493234437379
450.0478028,24,1,41,175,74.32203924,153.271264566415
204.9536094,55,1,22,144,61.41064244,149.501718027473
184.6779309,26,1,34,139,52.44358948,136.065527624236
208.9533031,59,1,25,115,97.63294365,186.118580453296
187.1126847,23,0,37,148,65.53738059,168.366192835454
463.0966938,20,1,55,170,77.21661968,183.089690505275
298.5443919,42,0,24,115,57.36036849,173.126041463291
489.1441813,28,0,60,168,87.52639417,166.652756734819
115.8031822,48,1,59,106,95.35911638,208.531141154474
260.8174077,38,1,32,125,54.37169733,143.809399909449
410.8112718,55,0,59,147,87.83470688,171.952012618618
419.2784609,31,0,49,129,72.5148958,153.052769576016
113.1786548,30,0,45,133,69.97104814,189.950898091003
291.7262097,37,0,38,107,63.68606161,141.988758319547
254.0620735,59,0,45,160,84.34899752,194.470862807152
180.535173,33,1,53,114,85.63849178,205.30075753301
456.4332913,43,0,43,155,91.28217723,197.890892566234
469.0207909,32,0,52,153,71.54805326,147.299842479281
247.1174833,25,1,50,137,93.68090206,197.965898486588
147.2493424,47,0,34,131,50.72098733,130.0220595827
187.5142295,24,0,35,165,61.44955386,181.386604445702
168.3402704,21,1,26,144,94.30641492,170.139013256739
240.6076274,37,1,49,128,98.48234984,170.503686841372
296.3476865,26,0,27,147,63.9018863,139.847504406309
324.8394184,43,1,44,114,57.08611012,140.19169940049
349.9257365,36,1,58,136,96.93965084,182.973458587332
408.2691002,28,1,59,136,52.15180862,128.821456667631
468.2812717,38,1,60,136,57.01489026,154.550073656295
216.1510908,36,0,35,161,90.32786641,177.185458931397
287.3193103,42,0,21,158,84.94581369,160.250990835424
144.6462718,48,0,50,129,64.75995348,138.699406724121
234.385722,56,0,55,168,88.20981224,197.911952932509
134.2520968,21,1,55,118,98.68042824,209.495273040081
477.9962144,59,1,24,132,87.23160216,194.758401843789
288.9131064,38,1,34,141,86.45005595,180.951771971298
158.1282137,37,1,48,118,99.84345975,210.614559518861
235.9513724,42,1,56,145,86.7953898,173.079335961284
459.9240829,18,0,43,177,96.04531807,166.062526120755
118.7328617,25,0,20,126,55.46661161,164.504155565346
201.3066614,38,1,57,157,66.35769351,163.86457700865
369.0942459,58,0,44,171,76.97046693,151.064196704247
451.2216375,30,1,34,162,60.0829114,163.824605669154
426.8229159,57,0,23,120,98.95344842,197.555842424889
366.9700625,18,1,46,167,51.77966327,124.230717059711
316.071905,50,0,31,133,93.47101498,168.601036107198
274.9951649,30,1,55,134,54.10767485,150.255829212547
347.6299577,47,0,32,149,50.38570573,140.809123363948
387.15983,52,1,29,104,85.50386934,197.047913919769
280.2025657,25,0,27,174,72.77275738,155.106050326924
214.0563329,33,0,21,166,54.69312995,125.853329955696
285.3950804,18,0,32,112,78.50259025,168.945190324225
215.7590068,41,0,44,175,51.99318611,136.33761351233
207.7196189,35,1,31,162,77.94541112,198.133838145398
271.0046608,45,1,37,154,48.58804338,131.448541922047
253.0751371,18,1,56,106,69.23537423,166.327677424349
190.3247056,42,0,40,156,76.81115279,149.235150686328
492.430158,43,1,48,171,57.33110017,160.549677872188
192.0501081,34,1,26,158,64.38638292,136.600400216939
208.2925551,51,0,32,133,51.88197155,129.751427643288
477.6755303,41,0,35,104,84.7905715,195.597376466104
205.1652999,38,0,43,126,96.58482484,184.591633259356
170.0462889,52,1,52,118,74.32789715,183.328890047526
178.4252134,46,1,32,123,96.4963819,199.955128883356
252.2319844,37,0,24,126,74.36998967,187.165857596754
340.5840371,45,0,43,126,62.48204383,143.239315644882
127.425054,50,0,24,114,91.50314289,205.799489672117
107.3080578,29,0,21,112,99.58803582,178.861234271824
475.29051,40,0,44,101,62.28731363,134.873084154163
497.927929,35,1,53,144,69.98919176,179.651015658227
340.5581323,21,0,58,161,84.19338541,183.867041128173
456.4650424,32,1,55,173,61.2107751,174.664397204392
167.3702841,50,1,46,148,57.44383499,171.973482075915
454.4133889,43,1,20,104,88.74569802,205.8438010184
237.0676596,20,1,45,126,50.37034965,122.32531603402
393.6860283,38,1,23,111,68.52538578,160.721935841307
319.5863841,56,0,51,111,93.65156702,223.811702798491
120.4914923,32,1,50,133,83.11213438,167.538843083361
136.5715819,19,0,54,139,62.48291431,148.948479613776
158.8514844,58,0,48,115,53.45290274,130.499715751016
374.7373633,57,0,26,179,73.4235804,183.305793317755
322.9729779,51,0,60,111,88.51637447,163.102473173903
368.0326813,59,0,27,151,99.380252,205.000941563731
358.3466383,49,1,26,147,70.36141086,149.551625304253
160.9690713,18,1,54,144,80.18789306,156.934447353362
433.3784083,53,0,28,138,48.53275564,122.524199500656
416.4097674,20,0,31,119,77.63616703,187.23073992775
464.8525488,39,1,20,178,87.95259143,188.862747134414
455.2976662,20,1,30,171,82.66011092,186.67871828745
208.5658383,60,0,33,115,94.53015679,210.868830405177
406.3145746,55,0,56,107,81.29137195,166.677089807552
353.6219754,40,1,27,105,63.8397907,140.654790172795
387.8853538,26,0,40,110,60.70038569,140.3653969083
414.1461206,33,0,58,161,74.45428441,154.032428725036
188.3104409,35,0,35,130,77.63738752,180.729001923074
490.264163,45,0,59,150,88.0860307,210.322281256201
375.5726389,53,0,57,107,85.57966624,203.790706542398
317.5683017,30,1,35,165,69.90100388,155.721172083918
172.7404259,26,1,33,142,57.69120866,168.817561127714
424.5709976,37,1,31,116,97.13676905,178.445439826318
494.110048,40,1,23,126,93.73434085,223.888809250071
235.5968701,40,1,41,141,72.85848006,162.459245109359
464.249638,35,1,58,163,62.05626345,136.900394637405
151.9028056,56,1,29,143,76.54170053,166.666771731741
231.8466207,46,0,34,173,67.93233313,154.388760304267
211.5690332,19,1,20,113,74.78379577,161.606219342698
432.5814861,52,0,60,174,70.90804248,153.575239447857
185.6912255,26,1,39,108,91.55953764,191.730915735268
130.6716919,34,1,53,175,74.82810607,151.29708460994
405.7350129,37,0,34,121,55.20029219,127.493086799484
429.2259457,49,0,35,156,62.52092213,136.068553975961
457.7859377,60,0,20,152,59.50071749,146.327036791968
234.6971393,31,1,33,109,75.49812964,159.182241869544
325.583073,52,0,59,121,80.07794564,170.657197567748
485.9187709,53,1,56,123,70.55148345,168.525340348734
356.1919797,29,0,29,131,67.09731404,180.605445251078
205.3105086,25,0,34,170,61.70546074,138.409956253754
402.8856762,35,0,37,166,89.19636444,165.498853052157
117.4860917,58,0,59,139,94.19149736,169.25161770678
286.0712716,36,0,48,176,78.80074319,177.908871482786
356.008851,28,1,56,139,76.88315527,201.288653613145
443.5633539,28,0,33,140,67.77907437,144.50931490642
284.6317117,57,0,22,173,92.05053161,213.218009000692
230.8768453,54,1,31,112,95.13604625,174.380889518529
174.2992364,48,0,40,158,57.17940076,173.723735850112
267.3769996,55,0,29,108,65.80457841,153.315211633855
286.1914351,36,0,35,163,76.19877072,170.131668401637
234.0054001,38,1,35,172,78.68874734,157.184613725599
362.3959666,54,0,26,121,52.9856708,169.202590051209
239.320521,32,1,37,135,82.85396089,194.203304721096
210.2778187,22,0,49,161,94.78839529,187.133360799366
293.207588,27,0,56,161,61.96036712,133.538080295979
244.3192902,32,1,59,172,59.87344803,167.207976474202
403.7854978,36,0,32,125,90.11062593,195.755607921541
369.5554399,55,1,53,105,60.62896142,140.745458725666
393.9093282,19,1,54,118,46.01182596,130.654406781887
176.0152056,57,1,43,169,81.57185851,164.954310561891
365.064624,35,1,48,157,82.1621455,205.816180895869
237.0104572,43,1,58,129,84.24216616,189.288342412893
448.1459669,51,0,44,148,94.9942727,199.657671246791
421.7743341,42,0,31,129,79.27657729,161.161005329849
112.4696283,38,1,23,165,69.06057404,168.181344426382
497.4458291,47,1,20,129,102.3994684,189.008316016526
118.1249583,20,1,49,161,94.50599144,178.699297838978
389.2848722,27,0,39,100,56.48557929,170.434137037123
183.8333267,47,1,44,180,85.27946771,156.830951178221
460.3334213,57,0,22,110,93.36150376,167.911738442531
322.2219591,41,0,60,170,96.73177695,170.73615758103
324.0535777,43,1,40,164,82.89063802,202.111102053483
319.0717729,24,0,46,103,80.1532844,162.290952664951
272.1037386,50,0,52,100,50.83708547,123.942256463544
345.0829471,23,1,58,160,88.92841469,162.143672268098
340.6127521,42,0,33,134,50.61060835,137.599159104925
170.4308566,20,1,22,173,58.32967159,132.830727376254
257.008504,30,1,38,156,67.267426,140.203153982518
190.6263787,56,1,36,126,84.18330431,162.151963680051
187.0339816,36,1,33,140,100.2216347,177.845484771151
314.1332223,58,1,56,137,51.00308239,144.979371414689
468.1328403,38,0,24,139,80.54713811,178.016884652135
404.9578894,58,1,36,100,55.24933072,157.162204395122
418.8612354,20,1,52,113,66.74462861,167.975059102017
197.2051516,18,0,51,160,80.78375375,155.027942989736
278.726369,19,1,57,115,81.18764582,169.269717577705
127.7115905,54,1,23,163,86.66002042,180.789297549246
410.539158,29,0,57,171,88.56067214,185.279724809118
182.6056498,59,0,32,138,100.7805254,205.933071089186
131.3426149,51,1,30,172,99.23552721,189.479170659089
463.417436,56,1,37,134,53.59928224,142.657216310459
471.5948003,23,0,54,136,72.35174449,160.050742117566
257.1698498,58,0,39,178,81.9879958,166.201921941023
339.9604748,19,0,20,122,49.97882404,126.273466744921
244.0539757,59,0,28,178,68.15207725,144.59256273427
257.5737804,48,0,55,112,70.97033879,150.354333327681
273.2742054,29,1,38,110,87.72757221,163.304918700062
352.6037483,60,1,36,163,59.16763762,153.460751896815
173.2961994,33,1,40,128,87.02831491,190.672619063888
129.7115151,23,1,43,169,50.11442084,150.41539331289
