"Gender","Age","Height","Weight","Duration","Heart_Rate","Body_Temp","Calories","Gender_imp","Age_imp","Height_imp","Weight_imp","Duration_imp","Heart_Rate_imp","Body_Temp_imp","Calories_imp"
1,57,172.64518324037,90.68068215,47,111,40.85,261.0427782,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,30,176.634597698862,77.83226162,31,170,40.8,343.2067297,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,52,172.320623942031,78.03340967,49,121,40.9,483.4970362,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,20,196.278216745917,95.66982226,43,103,40.9,364.4688538,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,37,125.960222562909,54.53063568,51,155,40.8,353.2051257,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,47,184.66599166642,96.08917838,25,106,40.7,182.3335938,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,28,191.482396096917,79.82720402,31,157,40.8,316.0366931,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,57,175.292489007517,99.0966335,27,150,40.75,280.5911131,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,41,191.921774511143,100.8967673,53,162,40.7,240.9247871,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,19,196.061736138447,85.40862776,60,153,40.9,455.6056505,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,32,162.291775525185,51.17641475,37,168,40.7,119.4725546,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,55,135.204445574261,58.06911618,36,159,40.65,121.0886855,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,39,151.743017103786,70.58058256,59,177,40.9,207.9759501,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,32,182.389356398685,76.65819193,28,126,40.8,355.6478253,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,58,169.647716397173,75.47957349,36,151,40.75,176.4886037,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,40,182.181747172177,66.54716531,52,158,40.85,453.4353571,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,48,178.861650759513,82.55090155,34,174,40.75,120.0669036,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,36,172.031575934217,88.76687023,54,137,40.75,379.3709879,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,35,196.696169187199,77.79195722,21,129,40.7,244.9790358,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,28,151.948304775212,56.59718028,39,124,40.85,447.7851241,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,37,192.601662461612,70.505351,32,146,40.8,117.819875,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,25,155.736215072382,81.53358944,50,136,40.9,217.7570965,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,51,154.405318924841,81.76218279,52,146,40.9,371.1216261,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,28,185.392280367467,72.56739655,20,108,40.75,441.770923,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,27,174.093462379317,90.70424116,53,103,40.85,277.7292176,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,52,213.552350740799,92.2778923,38,136,40.8,168.6552217,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,49,182.392621014814,75.98180486,26,112,40.7,126.6017619,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,48,135.688778194657,62.78632646,21,101,40.6,283.2182582,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,40,182.063371954237,61.49848031,48,119,40.85,301.4196335,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,47,203.690669704448,79.84324315,21,164,40.7,318.4410057,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,40,171.737839409382,83.15299584,25,156,40.7,141.0364555,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,26,140.29395497698,67.53030977,39,174,40.75,170.5211824,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,60,178.233320012731,83.80386672,35,121,40.8,151.3656289,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,20,158.884756595466,78.45646952,30,151,40.9,365.6369757,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,52,190.541291227448,78.62363525,52,172,40.7,127.9066818,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,50,184.899616624636,74.92635505,23,147,40.55,111.4136934,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,36,190.814274600598,81.75920467,40,118,40.7,455.756085,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,40,161.849791565016,62.46149413,41,171,40.9,324.9529154,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,51,137.065608067529,53.78396297,26,139,40.85,224.7566667,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,19,173.450436831618,76.38530131,34,107,40.8,251.9707701,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,32,186.972399083645,95.95126884,49,127,40.85,346.4365542,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,58,144.586017258512,52.15090762,30,153,40.9,233.3392462,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,25,226.192428382805,100.4104576,53,166,40.9,222.7406397,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,60,161.084720307407,77.33768093,27,128,40.8,254.9823965,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,42,171.47862749986,81.78720798,34,118,40.9,387.9547256,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,59,169.803541758961,95.12661104,51,176,40.65,129.4225026,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,52,172.680430606601,96.4680018,36,125,40.8,211.9936538,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,43,224.120456573137,96.17884077,28,146,40.7,187.1540026,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,52,137.751824423752,61.23949091,44,145,40.85,362.8855991,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,27,165.111617422848,72.72992098,42,110,40.75,145.4125641,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,56,215.271252050952,102.2311965,46,103,40.7,305.3738804,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,33,141.016586767844,62.93349247,45,143,40.9,472.5085347,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,57,184.676891687186,64.29150459,24,176,40.85,364.7305563,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,25,202.530295162714,88.75571394,55,156,40.8,218.439501,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,55,134.62198436773,61.68558378,46,110,40.65,120.509324,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,18,141.433726010212,57.37963507,42,121,40.85,194.3341766,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,40,162.117875630595,55.08886643,51,152,40.85,169.705561,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,43,174.18745755111,82.52777519,52,108,40.85,178.0728415,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,28,163.554784634111,65.07531403,32,137,40.9,299.8187299,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,57,122.54671065993,50.02107892,40,139,40.9,443.5856836,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,36,184.328189520106,83.79618992,22,180,40.75,271.0956442,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,35,176.486883045903,68.8660001,36,109,40.9,413.8854243,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,35,158.803411425259,59.19067336,27,166,40.7,176.433223,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,40,157.200772876908,71.09468662,56,115,40.9,147.1726527,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,34,201.850833740661,87.5055916,23,154,40.8,408.4146909,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,57,179.448224186124,98.55154754,52,107,40.7,168.0208161,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,41,164.309381941727,86.43440433,46,163,40.8,267.576432,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,37,148.284933192478,75.32676972,38,115,40.85,366.0372045,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,42,161.691484792771,78.86926562,57,128,40.8,309.7996685,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,27,153.191289122899,50.5837702,50,166,40.8,377.2902571,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,53,149.274392064408,56.99475918,20,152,40.8,306.2712633,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,56,142.713867631839,67.57261021,30,106,40.85,234.0254065,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,38,157.46172119347,60.79754678,46,108,40.9,329.4466802,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,22,130.516709753707,55.71856453,51,176,40.75,442.5630513,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,28,171.111819519151,80.84973657,28,151,40.9,399.4897422,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,54,211.677353775871,95.80545927,51,127,40.85,483.969752,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,42,170.814221624909,79.63577637,58,125,40.9,420.1160418,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,18,131.605683066827,59.09725982,39,123,40.8,209.8023499,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,57,157.7542191597,57.63665394,60,109,40.65,124.8124867,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,47,162.219889307242,82.51560728,38,141,40.8,118.3385206,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,58,171.473964699152,94.38356843,22,145,40.75,408.4920534,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,43,189.53535427056,102.9782737,22,151,40.5,118.1771261,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,58,177.407617819078,63.44628513,22,108,40.85,422.7135013,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,23,167.37733043688,56.20362011,42,135,40.8,240.0177788,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,49,183.39861783894,88.79659313,41,101,40.8,419.3066769,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,39,163.220816385939,57.06837366,26,163,40.9,483.7782894,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,34,204.046033261709,92.75547183,52,144,40.7,266.54832,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,19,181.565026081058,67.04093332,39,122,40.9,104.8550273,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,32,173.984792329441,83.11037908,37,103,40.85,302.9548246,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,43,190.13376892378,89.99851689,54,118,40.8,283.4472034,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,57,170.200354082994,91.07660295,33,173,40.9,239.5529794,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,44,140.653771276866,55.98469128,29,105,40.9,410.136624,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,34,174.89827322386,70.13620933,50,146,40.9,472.2571261,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,40,137.349197107105,53.042103,44,169,40.9,440.3696002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,57,151.298701375964,50.86320199,36,161,40.8,475.4189059,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,59,204.135038273968,93.00075247,25,116,40.7,142.9766065,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,18,176.204666697878,99.24127998,50,144,40.7,115.8819824,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,39,187.022041042059,84.33421187,41,177,40.8,443.3890037,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,58,145.108099653636,61.73193421,27,130,40.75,187.0619427,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,43,169.354807036742,85.16440129,23,124,40.75,310.3643974,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,30,134.383389785811,55.16087683,28,117,40.65,129.611367,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,25,168.310812689036,61.24653066,28,104,40.85,383.2635156,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,52,192.209151920522,78.5115556,53,177,40.7,144.7993694,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,55,166.455578040711,92.41374766,50,106,40.7,102.0959253,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,43,175.37367185264,58.7253541,59,108,40.9,344.712567,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,29,186.34190677339,86.58468232,23,137,40.8,237.6189713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,40,223.87322857777,100.4090798,31,170,40.8,192.364994,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,29,187.83629677487,75.91369081,58,160,40.85,471.6148446,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,36,149.101990140956,74.96073161,58,131,40.9,280.455236,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,26,164.220166107514,65.80857826,59,107,40.9,474.2340328,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,46,153.700659230968,68.3741302,45,141,40.9,184.4730934,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,22,142.773484820175,53.69455335,42,109,40.75,137.7745595,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,44,188.546168876266,97.80677203,31,121,40.8,414.4423123,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,44,186.235137289457,98.57887801,40,106,40.8,439.2877189,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,28,161.347794327405,74.43379193,28,100,40.8,152.3731861,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,52,175.26554603146,84.64565117,48,126,40.9,313.1435338,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,26,206.253586668719,82.52383881,32,109,40.8,376.4953334,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,35,203.456441635405,94.61001335,30,141,40.8,448.9890478,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,56,133.700732169904,53.24650478,20,176,40.7,293.0344535,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,38,205.571630705995,90.220902,22,105,40.7,233.122857,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,23,135.031012419356,57.12792775,43,167,40.9,151.5991295,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,27,166.302277711245,62.26845357,23,104,40.75,246.0202278,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,50,198.198011158825,96.4338872,36,178,40.7,295.1513244,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,23,193.550579678021,70.97223588,25,170,40.7,119.6067548,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,54,171.122438187567,69.18487084,23,177,40.9,418.2618341,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,38,168.893463082478,75.59689133,51,151,40.9,419.7180341,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,45,174.78526562479,74.84338458,26,154,40.8,237.1214052,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,19,207.156876703401,83.66405641,55,175,40.8,488.9969371,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,60,151.614076302502,69.31447707,37,133,40.8,485.0860445,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,60,179.724823497652,81.14219998,56,111,40.9,185.5255732,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,56,179.466128413317,72.99273153,51,162,40.75,165.9993912,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,53,184.395378426654,88.61938842,55,176,41,312.9282633,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,52,215.865544036001,96.36457188,35,168,40.8,310.7992823,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,24,152.234874640707,75.08330305,26,102,40.85,194.9421322,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,42,195.01315698316,88.22157221,29,153,40.8,491.9044704,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,19,143.862652328563,54.81757182,30,136,40.75,334.6332176,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,26,124.369308628302,51.86215132,33,133,40.8,458.8810485,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,49,177.440299032033,75.38185875,56,175,40.9,221.3818281,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,51,204.619851927991,93.34441029,27,129,40.7,325.8452919,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,18,216.598555488871,91.8210386,55,159,40.9,271.7984607,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,35,164.470697516489,87.46190442,54,131,40.9,218.1117723,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,54,168.411944042706,94.37463386,31,158,40.9,372.581496,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,49,187.871381217929,95.911693,54,107,40.75,479.8325592,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,56,146.056688540739,48.40048431,31,123,40.9,394.1783809,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,24,175.661110682751,95.56601888,21,152,40.8,444.2549306,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,37,143.645653489693,47.45277461,36,166,40.9,317.3206578,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,20,172.741433476651,96.36381065,33,172,40.8,294.440263,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,51,174.968538009382,78.27247592,40,145,40.9,336.160237,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,21,167.668735921453,94.01242775,24,126,40.8,179.1368748,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,31,164.763038709345,55.78219929,35,166,40.9,241.2112347,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,38,151.826690056636,64.57042377,30,114,40.9,468.6631805,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,25,157.536639854716,78.20786746,31,144,40.9,370.6934327,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,18,181.738735528816,63.56491265,29,130,40.9,235.4808427,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,27,164.315935631205,69.05311312,34,155,40.9,497.6911217,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,52,140.937236732581,67.17188522,45,102,40.85,461.5139356,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,49,180.113586037012,101.0450295,27,165,40.9,358.1260719,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,48,152.473106231251,79.41729076,35,119,40.9,420.185107,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,58,155.353644956644,66.77762847,43,136,40.9,247.3177278,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,60,166.393210369657,62.54535184,37,171,40.8,304.6376978,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,42,190.787981930439,73.95241722,25,113,40.75,485.9618233,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,28,180.479535799554,93.46029553,23,141,40.8,452.3517684,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,48,154.339078432325,60.11646252,47,123,40.9,430.4024765,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
